Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified
GOOGLE-ChIJyR1p,2025-11-05,Tifafine Beauty Franchises and Makeup Training Academy,"Cafe, Beauty Salon, Health",10,80000,"87, Jalan SS 2/72, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",47300 Petaling Jaya,Selangor,47300,,,,012-719 6338,,012-719 6338,,,Unknown,OPERATIONAL,ChIJyR1pGlBJzDERMX4s7wJf--I,3.1221566,101.6261337,Need enterprise integration with existing systems,3,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJLxqt,2025-11-05,Starbucks Centrepoint Bandar Utama,Cafe,1,100000,"Lot, G109 & G110, Ground Floor, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",47800 Petaling Jaya,Selangor,47800,,,,03-7499 1161,,03-7499 1161,4.1,464,$$ (Moderate),OPERATIONAL,ChIJLxqtAcxOzDERO_3_IUVQaUI,3.1375956,101.6096365,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (464 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ5WYd,2025-11-05,Zǎo - Breakfast Anytime,"Cafe, Store, Restaurant",1,100000,"50, Jln 19/3, Seksyen 19, 46300 Petaling Jaya, Selangor, Malaysia",46300 Petaling Jaya,Selangor,46300,http://www.instagram.com/zzzaooo,,,011-2828 9173,,011-2828 9173,4.1,590,$$ (Moderate),OPERATIONAL,ChIJ5WYdWlpJzDER0iGChihien4,3.1199146,101.6291726,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (590 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJMes2,2025-11-05,Strangers at 47,"Cafe, Store, Restaurant",2,200000,"45, 47 49, Jalan 17/45, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",46400 Petaling Jaya,Selangor,46400,https://strangersat47.my/,,,012-745 4749,,012-745 4749,4.5,2913,$$ (Moderate),OPERATIONAL,ChIJMes2_lpJzDERwaN-YKyU_gs,3.1202499,101.6299577,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.5/5 (2913 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJYbwS,2025-11-05,ChimiChurri,"Cafe, Restaurant",1,80000,"2, Jalan 51a/225, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",46100 Petaling Jaya,Selangor,46100,https://www.facebook.com/mychimmicurri,,,017-675 2205,,017-675 2205,4.4,377,Unknown,OPERATIONAL,ChIJYbwSoV5JzDER-d4w28pEWEM,3.0941524,101.6311912,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (377 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJERa1,2025-11-05,Big Apple Donuts & Coffee @ Subang Parade,"Cafe, Bakery, Store",1,100000,"Lot LG C08(ii), Level LG, Subang Parade Shopping Centre, Jalan Kemajuan Subang, Ss 16, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500,https://www.bigappledonuts.com/,,,,,,2,10,$$ (Moderate),OPERATIONAL,ChIJERa1aVtMzDER2GZCB-U-z3U,3.0825201,101.5864457,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2/5 (10 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJWfDn,2025-11-05,Dream Cafe,Cafe,1,80000,"2, Jalan 13/1, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",46200 Petaling Jaya,Selangor,46200,https://www.facebook.com/dreamcafe.dreamcentre,,,011-5169 4523,,011-5169 4523,4.5,112,Unknown,OPERATIONAL,ChIJWfDnDOBLzDER8UMSaHmfTWM,3.112058999999999,101.6366525,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (112 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ3cqq,2025-11-05,Doi Chang Coffee by Beanie's Brew @ Jaya One,"Cafe, Store",1,50000,"Block J, Ground Gloor, The School, Jaya One, 72A, Jln Profesor Diraja Ungku Aziz, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",46200 Petaling Jaya,Selangor,46200,,,,012-688 1344,,012-688 1344,4.4,334,$ (Budget),OPERATIONAL,ChIJ3cqqeF5JzDERencjgAybxDo,3.117734,101.6347183,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (334 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJmXcG,2025-11-05,Korean Restoran Oiso @ PJ33 한국식당 오이소,"Restaurant, Cafe",1,100000,"PG-01C2, Jalan Professor Khoo Kay Kim, PJ33 JAYA33, 46200 Petaling Jaya, Selangor, Malaysia",46200 Petaling Jaya,Selangor,46200,,,,019-207 6649,,019-207 6649,4.1,459,$$ (Moderate),OPERATIONAL,ChIJmXcGxCpKzDERh5ZFAd7Em_4,3.1104025,101.6369384,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (459 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJL_8Z,2025-11-05,Le Petit Café,Cafe,1,80000,"87G, Jalan SS 21/1a, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400,,,,017-799 3807,,017-799 3807,3.8,8,Unknown,OPERATIONAL,ChIJL_8Z3DVJzDERtsBhVRO9W2s,3.134108,101.621067,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (8 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJRf8H,2025-11-05,Daiki Kafe,Cafe,1,80000,"143, Jalan SS 15/5a, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500,http://daikinatural.com/,,,,,,3.2,29,Unknown,OPERATIONAL,ChIJRf8HAl1MzDEREMjjG_l_878,3.0816681,101.5902652,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.2/5 (29 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJFSPu,2025-11-05,Tealive Centrepoint,Cafe,1,100000,"Lot GK20A, Ground Floor, Centrepoint, 3, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",47800 Petaling Jaya,Selangor,47800,https://www.tealive.com.my/,,,03-6151 8581,,03-6151 8581,3.8,40,$$ (Moderate),OPERATIONAL,ChIJFSPuqs5OzDERKEsHWwnpNoc,3.137719399999999,101.6099404,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (40 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ-WFP,2025-11-05,Malaysian Kitchen,"Cafe, Restaurant",1,80000,"14, Jalan SS 12/1b, Ss 12, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500,https://grab.onelink.me/2695613898?pid=inappsharing&c=MYDD11502&is_retargeting=true&af_dp=grab://open?screenType=GRABFOOD&sourceID=A4pcqCZkS4&merchantIDs=MYDD11502&af_force_deeplink=true&af_web_dp=https://www.grab.com/download,,,010-226 7941,,010-226 7941,3.3,196,Unknown,OPERATIONAL,ChIJ-WFPzWBMzDERNv6P5SO52po,3.0787861,101.5951044,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.3/5 (196 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJhY0V,2025-11-05,The Coffee Bean & Tea Leaf,Cafe,1,100000,"G-PPK3, Ground Floor, 3 Damansara, 3, Jalan SS 20/27, Damansara Intan, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400,https://www.coffeebean.com.my/,,,03-7733 5172,,03-7733 5172,3.9,107,$$ (Moderate),OPERATIONAL,ChIJhY0VeEhJzDERv0MK2EeDdyg,3.1304749,101.6269411,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (107 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJtzfN,2025-11-05,Coliseum Cafe & Grill Room @Plaza 33,"Cafe, Restaurant",1,150000,"PG-02, Plaza 33, 1, Jalan Kemajuan, Seksyen 13, 46100 Petaling Jaya, Selangor, Malaysia",46100 Petaling Jaya,Selangor,46100,http://www.coliseum1921.com/,,,03-7490 7863,,03-7490 7863,4.3,1848,$$ (Moderate),OPERATIONAL,ChIJtzfNguBLzDER1e3zH6OZxXU,3.1095729,101.6383552,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (1848 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJzeQ_,2025-11-05,Wondermilk,"Cafe, Bakery, Store",1,100000,"37, Jalan SS 21/1a, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400,http://www.ilovewondermilk.com/,,,03-7732 5136,,03-7732 5136,4.1,432,$$ (Moderate),OPERATIONAL,ChIJzeQ_LzRJzDERsRKRkOqOuwM,3.1357564,101.6210739,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (432 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJtWdr,2025-11-05,Madeleine Cafe & Patisserie,"Cafe, Store",1,80000,"T-331B Third Floor The Starling Mall, 6, Jalan SS 21/37, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400,https://www.facebook.com/madeleinepatisserie/,,,012-633 9316,,012-633 9316,3.6,129,Unknown,OPERATIONAL,ChIJtWdrXDZJzDERTYX7tS0Tw7Y,3.134828,101.6229421,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (129 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJZ4PJ,2025-11-05,Salad Atelier (The Starling),"Cafe, Store, Restaurant",1,80000,"S-231, Level 2, the Starling, 6, Jalan SS21/37, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400,https://www.saladatelier.com/,,,016-783 1561,,016-783 1561,3.9,328,Unknown,OPERATIONAL,ChIJZ4PJXTZJzDER6RuC9G832lQ,3.134755999999999,101.6231918,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (328 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJYSOm,2025-11-05,Drop By Vapor,"Cafe, Store",1,80000,"34, Jalan SS 21/39, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400,http://www.facebook.com/dropbyvapor,,,018-251 1426,,018-251 1426,4.5,121,Unknown,OPERATIONAL,ChIJYSOmHx1PzDERXNbwJsD7NWA,3.1360231,101.6214376,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (121 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJy579,2025-11-05,TWC Lifestyle Club,"Cafe, Gym, Health",1,80000,"28, 1st floor, Jalan SS 21/39, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400,,,,018-203 0958,,018-203 0958,4.7,14,Unknown,OPERATIONAL,ChIJy579_ElJzDERY451v62_fEo,3.1360847,101.6214685,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (14 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJRRQ4,2025-11-05,Cafe Tujoh,Cafe,1,150000,"617, Jalan 17/10, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",46400 Petaling Jaya,Selangor,46400,https://www.facebook.com/tujohcafe/,,,018-271 1157,,018-271 1157,4,1543,$$ (Moderate),OPERATIONAL,ChIJRRQ40VxJzDER8NT0Xso1wl0,3.1221212,101.6355511,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1543 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJGZjv,2025-11-05,The Coffee Bean & Tea Leaf,Cafe,1,100000,"P-G, 03, Persiaran Tropicana, Golf & Country Resort, 47410 Petaling Jaya, Selangor, Malaysia",47410 Petaling Jaya,Selangor,47410,https://www.coffeebean.com.my/,,,03-7886 3229,,03-7886 3229,4.2,309,$$ (Moderate),OPERATIONAL,ChIJGZjvKMJOzDERgzrVlWnbhWc,3.1379065,101.5954645,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (309 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJWaDw,2025-11-05,A’Han Nyonya Kuih,"Bakery, Store",1,80000,"16, Jalan 21/22, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",46300 Petaling Jaya,Selangor,46300,,,,012-343 6885,,012-343 6885,3.6,149,Unknown,OPERATIONAL,ChIJWaDwnP5LzDER2jtPeByvAoU,3.1107631,101.6221287,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (149 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJa9or,2025-11-05,Baker's Cottage SS6 PJ,"Bakery, Store",1,100000,"26-1B, Jalan SS 6/3, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301,https://www.thebakerscottage.com/,,,03-7887 1788,,03-7887 1788,3.9,241,$$ (Moderate),OPERATIONAL,ChIJa9orthtMzDER1QEPKDK48J4,3.1060952,101.6000967,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (241 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJly1h,2025-11-05,Cake Sense @ Paradigm Mall,"Bakery, Store",1,80000,"Lot LG-30, Paradigm Mall, Jalan SS 7/26a, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301,http://www.cakesense.com.my/,,,03-7887 0189,,03-7887 0189,4.1,75,Unknown,OPERATIONAL,ChIJly1hsxlMzDERUcwgg4V-llw,3.105117099999999,101.5959701,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (75 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJu3Vj,2025-11-05,CTY's Choc,"Bakery, Store",1,80000,"Mentari Court, Jln PJS 8/9, Ss 10, 46510 Petaling Jaya, Selangor, Malaysia",46510 Petaling Jaya,Selangor,46510,,,,017-883 5408,,017-883 5408,3.8,4,Unknown,OPERATIONAL,ChIJu3VjeHlMzDERaelJhyrI7og,3.082182999999999,101.610692,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (4 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJWUes,2025-11-05,Famous Amos Paradigm Mall PJ,"Bakery, Store",1,100000,"B-11-01, The Ascent, Paradigm, No. 1, Jalan SS 7/26a, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301,https://www.famousamos.com.my/,,,03-7882 6161,,03-7882 6161,4.2,43,$$ (Moderate),OPERATIONAL,ChIJWUestBlMzDEReyZVtMG8D3E,3.105248999999999,101.5954404,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (43 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJwfz2,2025-11-05,Simple Taste Organic Bakery,"Bakery, Store",1,80000,"1, Jalan SS 26/9, Taman Mayang Jaya, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301,http://www.simpletastebakery.com/,,,017-665 3988,,017-665 3988,4.5,26,Unknown,OPERATIONAL,ChIJwfz2SR9HzDERTziLaKbSKf4,3.115478,101.6040334,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (26 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJg4BI,2025-11-05,Oloiya,"Bakery, Store",1,80000,"62, Jalan SS 2/66, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",47300 Petaling Jaya,Selangor,47300,http://www.oloiya.com/,,,012-588 6331,,012-588 6331,3.4,39,Unknown,OPERATIONAL,ChIJg4BI0lNJzDERPaLYpvWwTW4,3.120041,101.620958,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.4/5 (39 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJVb3A,2025-11-05,TK Bakery • Damansara Utama,"Bakery, Store",1,100000,"61, Jalan SS 21/60, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400,http://www.tk2you.com/,,,012-591 0154,,012-591 0154,4.3,810,$$ (Moderate),OPERATIONAL,ChIJVb3ABTZJzDERzpSYWBmjU5w,3.1330444,101.6218556,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (810 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ9UOY,2025-11-05,Swich Cafe,"Bakery, Store",1,80000,"C11A Concourse Floor, Atria Shoppong Gallery, Jalan SS 22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400,http://www.swichcafe.com/,,,03-7731 7702,,03-7731 7702,4.7,350,Unknown,OPERATIONAL,ChIJ9UOYtkxJzDER7g7-4dDSEMY,3.1273926,101.616605,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (350 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ_bTh,2025-11-05,Krispy Kreme @ Sunway Pyramid,"Bakery, Store",1,80000,"Sunway Pyramid, 3, Jalan PJS 11/15, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia",46150 Petaling Jaya,Selangor,46150,,,,03-5611 5268,,03-5611 5268,3.5,79,Unknown,OPERATIONAL,ChIJ_bThm31MzDERkpFSuqrjnn0,3.0732775,101.6079493,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.5/5 (79 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ197I,2025-11-05,The Skinny Bakers,"Bakery, Store",1,80000,"19A, Jln SS 15/2A, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500,http://theskinnybakers.com/,,,017-500 3216,,017-500 3216,4.6,81,Unknown,OPERATIONAL,ChIJ197ID2FMzDERyDxNgPI9-CM,3.0816342,101.5876515,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (81 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJI3Tq,2025-11-05,BreadStory @ Sunway Pyramid,"Bakery, Store",1,80000,"LG2.51A, 3, Sunway Pyramid, Jalan PJS 11/15, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia",46150 Petaling Jaya,Selangor,46150,https://www.breadstory.com/,,,03-7499 2587,,03-7499 2587,3.2,51,Unknown,OPERATIONAL,ChIJI3TqdIdMzDERG73g8dA-iqw,3.0728035,101.6074362,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.2/5 (51 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJExL4,2025-11-05,RED KETTLE @ THE STARLING MALL,"Restaurant, Bakery, Store",1,150000,"F130, 1st Floor, the Starling, 6, Jalan SS 21/37, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400,http://www.redkettle.com.my/,,,03-7733 2130,,03-7733 2130,3.8,1001,$$ (Moderate),OPERATIONAL,ChIJExL47zZJzDERrneFD3AK3lw,3.1351961,101.6230074,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (1001 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJmUcg,2025-11-05,Chizu,"Cafe, Bakery, Store",1,100000,"LG1.08, sunway pyramid, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",47500 Petaling Jaya,Selangor,47500,https://chizucafe.com.my/,,,011-1166 5653,,011-1166 5653,4.1,486,$$ (Moderate),OPERATIONAL,ChIJmUcgcYdMzDERWvxa3nvk1ws,3.0731389,101.6072913,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (486 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJm21Y,2025-11-05,Komugi • Sunway Pyramid,"Bakery, Store",1,100000,"LG2.139C, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",47500 Petaling Jaya,Selangor,47500,http://www.komugi.com.my/,,,012-314 9631,,012-314 9631,4.8,457,$$ (Moderate),OPERATIONAL,ChIJm21YdodMzDERI0usqY59hKo,3.0728882,101.6058738,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (457 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJj1bO,2025-11-05,Baskin-Robbins @ Sunway Pyramid,"Bakery, Store",1,100000,"Lot F1.57, G Floor, Sunway Pyramid, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500,https://www.baskinrobbins.com.my/,,,03-7498 0831,,03-7498 0831,2.7,93,$$ (Moderate),OPERATIONAL,ChIJj1bOwYdMzDERcXNpr7K9V8o,3.0730211,101.6073681,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.7/5 (93 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJAQAA,2025-11-05,Cinnabon - Sunway Pyramid,"Bakery, Store",1,80000,"LG2.135B, Sunway Pyramid Mall, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",47500 Petaling Jaya,Selangor,47500,https://www.cinnabon.com/,,,03-7492 0879,,03-7492 0879,3.7,257,Unknown,OPERATIONAL,ChIJAQAAQHlMzDERegI4i3tx25Q,3.0725759,101.6056704,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (257 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJcXPe,2025-11-05,Honeymoon Bakery,"Bakery, Store",1,80000,"SG-06-0, Subang square, shopping galary, Jln SS 15/4G, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500,https://m.facebook.com/Honeymoon-Bakery-223269894379846/,,,,,,,,Unknown,OPERATIONAL,ChIJcXPe815MzDERUwfAFpasKcA,3.077307,101.5897327,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJd7mO,2025-11-05,The Baker's Son,"Bakery, Store",1,80000,"Ss 16, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500,,,,03-5022 2028,,03-5022 2028,3,2,Unknown,OPERATIONAL,ChIJd7mO9FpMzDERukowQKD0M9s,3.082157499999999,101.5830955,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3/5 (2 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJl61N,2025-11-05,Famous Amos @ Sunway Pyramid,"Bakery, Store",1,80000,"LG2K12 & LG2K12A, Lower Ground Two, No 3, Jalan PJS 11/15, 46150, Bandar Sunway, Petaling Jaya, Bandar Sunway, 46150 Subang Jaya, Selangor, Malaysia",46150 Subang Jaya,Selangor,46150,,,,03-5636 5187,,03-5636 5187,3.2,27,Unknown,OPERATIONAL,ChIJl61NbYdMzDERN0AlK9ILEkY,3.0723774,101.6075674,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.2/5 (27 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJMwio,2025-11-05,Dunkin' Donuts - Sunway Pyramid,"Bakery, Store",1,100000,"Lot LG2.43 Sunway Pyramid Shopping Mall, 3, Jalan PJS 11/15, Bandar Sunway, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400,http://www.dunkindonuts.com.my/,,,03-5635 8629,,03-5635 8629,4.1,59,$$ (Moderate),OPERATIONAL,ChIJMwioeodMzDERMQE4f_P8Yqw,3.0722687,101.6073733,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (59 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJM8Wp,2025-11-05,Nadeje @ Sunway Pyramid,"Bakery, Store",1,80000,"G1.82B, Ground Floor, Sunway Pyramid, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500,http://www.nadeje.com.my/,,,03-5611 1357,,03-5611 1357,4.2,291,Unknown,OPERATIONAL,ChIJM8Wpb4dMzDER7_t8-A5AaBY,3.072177,101.6059916,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (291 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJeWvK,2025-11-05,Choffles Cake & Pastry,"Bakery, Store",1,80000,"Sunway Metro, 23-G, Jalan PJS 11/28b, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia",46150 Petaling Jaya,Selangor,46150,,,,03-5637 6362,,03-5637 6362,,,Unknown,OPERATIONAL,ChIJeWvKM4dMzDERO52Fsq_7H54,3.072078,101.6098184,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJz1wh,2025-11-05,Mamasab Petaling Jaya,"Bakery, Store",1,100000,"6, Jalan PJS 5/26, Taman Desaria, 46000 Petaling Jaya, Selangor, Malaysia",46000 Petaling Jaya,Selangor,46000,http://mamasab.com/,,,016-670 2000,,016-670 2000,4.3,504,$$ (Moderate),OPERATIONAL,ChIJz1whd6BLzDER1dBI5qdbwqQ,3.0761773,101.6257096,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (504 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJWY9j,2025-11-05,That Last Slice,"Bakery, Store",1,80000,"Wisma Dicor, 21, Jalan SS 17/1A, Ss 17, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500,http://www.thatlastslice.com/,,,017-299 2891,,017-299 2891,4.4,263,Unknown,OPERATIONAL,ChIJWY9jRapNzDERc0WaPR_JpB4,3.0790997,101.5810469,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (263 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJsbqO,2025-11-05,Avocadian Subang SS15 - Avocado MilkShake,"Cafe, Bakery, Store",1,80000,"B10, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500,https://www.avocadian.com/,,,017-894 2963,,017-894 2963,4.5,209,Unknown,OPERATIONAL,ChIJsbqOvqqszTERnD9p6S8l2sQ,3.0736674,101.5870186,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (209 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ_fEP,2025-11-05,TK Bakery • Subang Jaya,"Bakery, Store",1,100000,"B9 - G, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500,http://www.tk2you.com/,,,012-591 0357,,012-591 0357,4.3,655,$$ (Moderate),OPERATIONAL,ChIJ_fEPBPZMzDERMZ4utoOlIXQ,3.0736776,101.5869388,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (655 reviews),,New,,Google Places Scraper,2025-11-05
