Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified,Initial Score Hint,Quality Hint
GOOGLE-ChIJ8eGt,2025-11-05,d'Tandoor Restaurant • Subang Jaya,"Meal Takeaway, Restaurant",1,200000,"7, Jalan SS 15/5a, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,https://dtandoor.com/,,,+60356322020,,+60356322020,4.2,701.0,$$$ (Expensive),OPERATIONAL,ChIJ8eGt_l1MzDERz4hYO40vs20,3.0790047,101.5927057,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.2/5 (701 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJn77q,2025-11-05,KFC SS 15 USJ,"Meal Takeaway, Restaurant",1,100000,"17, Jln SS 15/4G, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,https://kfc.com.my/,,,+60356134083,,+60356134083,3.7,960.0,$$ (Moderate),OPERATIONAL,ChIJn77qnV9MzDER5S1JEzaHaDs,3.0782444,101.5882855,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (960 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJKchd,2025-11-05,Domino's Pizza Sunway Metro | Petaling Jaya,"Meal Delivery, Meal Takeaway, Restaurant",1,100000,"Sunway Metro, 4, Jalan PJS 11/28a, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia",46150 Petaling Jaya,Selangor,46150.0,https://www.dominos.com.my/store/sel-sunway-metro-85164,,,+601300888333,,+601300888333,3.4,391.0,$$ (Moderate),OPERATIONAL,ChIJKchdsYBMzDERe-ggkUcQ8kg,3.0728035,101.6104594,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.4/5 (391 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJM2t_,2025-11-05,KFC Sunway Pyramid,"Restaurant, Meal Takeaway",1,150000,"Lot LL2.40, Lower Level 2, Sunway Pyramid Mega Shopping Mall, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia",46150 Petaling Jaya,Selangor,46150.0,https://kfc.com.my/,,,+60356112056,,+60356112056,3.6,1369.0,$$ (Moderate),OPERATIONAL,ChIJM2t_eYdMzDEREbTGYOKT4qY,3.0718706,101.6077125,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (1369 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJG8rY,2025-11-05,Mantra Indian Cuisine印度餐,"Meal Takeaway, Restaurant",1,80000,"LG2.122, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",47500 Petaling Jaya,Selangor,47500.0,https://www.facebook.com/mantraindiancuisinesunwaypyramid,,,+60356110292,,+60356110292,3.7,473.0,Unknown,OPERATIONAL,ChIJG8rYo4dMzDER7H0KmS6C0Og,3.0716921,101.6064677,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (473 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJZwyb,2025-11-05,Domino's Pizza SS15 Subang Jaya,"Meal Delivery, Meal Takeaway, Restaurant",1,100000,"18, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,https://www.dominos.com.my/store/selangor-ss15-85033,,,+601300888333,,+601300888333,3.6,401.0,$$ (Moderate),OPERATIONAL,ChIJZwybS2dMzDERQsjko9iPh04,3.0736485,101.5883996,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (401 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJjy7m,2025-11-05,Thyme Out HQ,"Meal Takeaway, Store, Restaurant",1,150000,"66, Jalan PJS 11/7, Bandar Sunway, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,http://thymeoutkl.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7597878866115150413,,,+60358860596,,+60358860596,4.4,1722.0,$$ (Moderate),OPERATIONAL,ChIJjy7mpo9MzDERHq_5WP45Bm4,3.0662662,101.6026193,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (1722 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJAQAA,2025-11-05,Domino's Pizza Bandar Sunway | Petaling Jaya,"Meal Delivery, Meal Takeaway, Restaurant",1,100000,"Mentari Business Park, 48, Jalan PJS 8/2, Sunway Mentari, 46150 Petaling Jaya, Selangor, Malaysia",46150 Petaling Jaya,Selangor,46150.0,https://www.dominos.com.my/store/sel-sunway-pj-85003,,,+601300888333,,+601300888333,3.3,315.0,$$ (Moderate),OPERATIONAL,ChIJAQAAQHlMzDERyNiu4MwceKg,3.075656899999999,101.6131956,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.3/5 (315 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJe-d3,2025-11-05,d'Tandoor Restaurant Damansara Utama,"Meal Takeaway, Restaurant",1,300000,"52, Jalan SS 21/62, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,https://dtandoor.com/,,,+60377282020,,+60377282020,4.5,1045.0,$$$ (Expensive),OPERATIONAL,ChIJe-d3BjZJzDERW_cxUo7XsXM,3.1325505,101.6221823,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.5/5 (1045 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJ7Yuc,2025-11-05,Loong Foong Seafood,"Meal Takeaway, Restaurant",1,150000,"1, Jalan 20/13, Taman Paramount, 46300 Petaling Jaya, Selangor, Malaysia",46300 Petaling Jaya,Selangor,46300.0,https://www.facebook.com/LoongFoongRoastDuck,,,+60126608654,,+60126608654,3.8,1035.0,$$ (Moderate),OPERATIONAL,ChIJ7YucIvtLzDERVS7OEHNdy4w,3.1060331,101.6256875,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (1035 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJAYV9,2025-11-05,MR CHURROS (Kelana Jaya),"Meal Takeaway, Restaurant",1,80000,"Dataran CIMB, Jalan SS 6/3, Ss 6, 46200 Petaling Jaya, Selangor, Malaysia",46200 Petaling Jaya,Selangor,46200.0,https://mrchurros.com.my/,,,+60134355816,,+60134355816,4.8,30.0,Unknown,OPERATIONAL,ChIJAYV9HFRNzDERx2WFpXgEK6U,3.1046199,101.600287,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (30 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJbZjy,2025-11-05,Domino's Kelana Jaya,"Meal Delivery, Meal Takeaway, Restaurant",1,100000,"E113, Kelana Parkview, Jalan SS 6/2, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301.0,https://www.dominos.com.my/store/sel-kelana-jaya-85167,,,+601300888333,,+601300888333,2.8,444.0,$$ (Moderate),OPERATIONAL,ChIJbZjy2RBMzDERDn_gDj4A-AQ,3.101167,101.599508,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.8/5 (444 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJQTTI,2025-11-05,"Happy Potato @ Paradigm Mall, PJ","Meal Takeaway, Restaurant",1,80000,"Lot No Lg-28, Lower Gorund Floor, Paradigm Mall, 1, Jalan SS 7/26a, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301.0,https://www.happypotato.com.my/,,,+60127881723,,+60127881723,4.0,2.0,Unknown,OPERATIONAL,ChIJQTTI7FpNzDERpssjKr0sHn8,3.1054735,101.5960817,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (2 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJB8sO,2025-11-05,JIBRIL (Culinary Lab) - Delivery & Pickup,"Restaurant, Meal Delivery, Meal Takeaway",1,80000,"49-G, Block D, 1, Jalan SS7/26, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301.0,https://jibrilss15.com/,,,+60378868768,,+60378868768,4.6,26.0,Unknown,OPERATIONAL,ChIJB8sOluFNzDERC2NqZG01tRc,3.103937,101.5925557,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (26 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJTYb-,2025-11-05,KFC • Seapark,"Meal Takeaway, Restaurant",1,100000,"2, Jln 21/19, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",46300 Petaling Jaya,Selangor,46300.0,https://kfc.com.my/,,,+60378655860,,+60378655860,3.6,864.0,$$ (Moderate),OPERATIONAL,ChIJTYb-FPxLzDERs1WhzNVTtjE,3.1089696,101.622798,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (864 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJ0f6J,2025-11-05,Goreng Pisang & Keropok Lekor Stall,"Meal Takeaway, Restaurant",1,80000,"54, Aman Suria, 36, Jalan PJU 1/45, Aman Suria, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301.0,,,,+601114629756,,+601114629756,3.2,6.0,Unknown,OPERATIONAL,ChIJ0f6Jn6NOzDERyh3s4WA9I1w,3.121017999999999,101.5963713,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.2/5 (6 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJnX8P,2025-11-05,AllAce Sea Park,"Meal Takeaway, Restaurant",1,80000,"23, Jalan 21/12, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",46300 Petaling Jaya,Selangor,46300.0,http://www.allace.com.my/,,,+601110844801,,+601110844801,4.7,259.0,Unknown,OPERATIONAL,ChIJnX8PcQBLzDER0N3GqIwWbo8,3.1089652,101.6238486,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (259 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJO1fh,2025-11-05,KTZ Food Xprezz,"Meal Takeaway, Meal Delivery, Restaurant",1,80000,"28, Jalan SS 2/63, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",47300 Petaling Jaya,Selangor,47300.0,https://linktr.ee/ktzfoodxprezz,,,+601155031453,,+601155031453,4.4,28.0,Unknown,OPERATIONAL,ChIJO1fhLWVJzDERcD_6ZqPenNo,3.1187624,101.6221694,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (28 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJx10P,2025-11-05,Hambalang Homecooked,"Meal Takeaway, Restaurant",1,80000,"52, Jalan 20/7, Taman Paramount, 46300 Petaling Jaya, Selangor, Malaysia",46300 Petaling Jaya,Selangor,46300.0,https://hambalanghomecooked.placeorder.my/#/,,,+60176300742,,+60176300742,,,Unknown,OPERATIONAL,ChIJx10P9EBLzDERJdVc3doyfX4,3.109520099999999,101.626504,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,75,WARM
GOOGLE-ChIJF4Zd,2025-11-05,Pun's,"Restaurant, Cafe, Meal Takeaway",1,80000,"64, 64, Jalan SS 22/25, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,http://instagram.com/puns_icecreamkl,,,+60189131818,,+60189131818,4.6,66.0,Unknown,CLOSED_TEMPORARILY,ChIJF4ZdGHlJzDERsaGgt-Qt6VQ,3.1258791,101.6168213,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (66 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJqxt4,2025-11-05,ASIA CURRY NOODLE CAFE SDN BHD 亚洲咖喱王餐厅,"Meal Takeaway, Restaurant",1,80000,"F-G-2 BLOCK F, Jalan PJU 1A/3N, Taipan Damansara 1 Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301.0,https://www.facebook.com/share/1D3rdm9uTU/,,,+60135963193,,+60135963193,4.6,287.0,Unknown,OPERATIONAL,ChIJqxt4_3lPzDERNe4O8PxS53s,3.1205645,101.5901316,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (287 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJl8sg,2025-11-05,Domino's Damansara Jaya,"Meal Delivery, Meal Takeaway, Restaurant",1,100000,"No. 55, Ground Floor, Jalan SS 22/19, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,https://www.dominos.com.my/store/sel-damansara-jaya-85001,,,+601300888333,,+601300888333,3.1,183.0,$$ (Moderate),OPERATIONAL,ChIJl8sg2ExJzDERlx53UKoc9wo,3.1269353,101.615458,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.1/5 (183 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJ76v_,2025-11-05,Childhood @ Atria Shopping Gallery,"Meal Takeaway, Restaurant",1,80000,"Concourse Floor, CK 3, Atria Damansara, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,https://www.childhoods.com.my/,,,,,,3.0,2.0,Unknown,OPERATIONAL,ChIJ76v_IQBJzDERh_OGakwBUuw,3.1268353,101.6167606,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3/5 (2 reviews),,New,,Google Places Scraper,2025-11-05,65,QUALIFIED
GOOGLE-ChIJu7pK,2025-11-05,Texture Pâtisserie,"Bakery, Meal Takeaway, Store",1,80000,"G06 & G07, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,https://texturepatisserie.com/,,,+60127107690,,+60127107690,4.2,168.0,Unknown,OPERATIONAL,ChIJu7pK48rLzTERsPM0Cx-mL8Q,3.1270781,101.61652,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (168 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJKd2g,2025-11-05,Kacang Putih,"Meal Takeaway, Restaurant",1,80000,"Centre Court, Concourse Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,,,,,,,,,Unknown,OPERATIONAL,ChIJKd2gNABJzDERMJ9CI5Ejzp0,3.127096299999999,101.6165176,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,60,QUALIFIED
GOOGLE-ChIJ_4bM,2025-11-05,B7,"Meal Takeaway, Restaurant",1,80000,"B7, Jalan SS 22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,,,,+601123504844,,+601123504844,,,Unknown,OPERATIONAL,ChIJ_4bMvUxJzDER8P8KMNxCePQ,3.126887,101.617032,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,75,WARM
GOOGLE-ChIJjzVu,2025-11-05,Homemade Dumpling,"Meal Takeaway, Restaurant",1,80000,"Jalan 20/5, Taman Paramount, 46300 Petaling Jaya, Selangor, Malaysia",46300 Petaling Jaya,Selangor,46300.0,,,,,,,4.7,3.0,Unknown,OPERATIONAL,ChIJjzVuWcJLzDERRds7azqBp6c,3.111292,101.6285941,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (3 reviews),,New,,Google Places Scraper,2025-11-05,70,QUALIFIED
GOOGLE-ChIJx25D,2025-11-05,La Juiceria Superfoods Signature • Atria Mall • Healthy Salad & Bowls PJ,"Cafe, Meal Delivery, Meal Takeaway",1,100000,"Unit C10, Concourse Floor Atria Shopping Gallery, Jalan SS 22/23, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,https://order.lajuiceriasuperfoods.com/en_MY/,,,+60374967895,,+60374967895,4.6,725.0,$$ (Moderate),CLOSED_TEMPORARILY,ChIJx25DQwFJzDER9JeuK0sgT0E,3.127364,101.6164933,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (725 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJIwwr,2025-11-05,Aunty Sam Kitchen 平民飯堂,"Meal Takeaway, Restaurant",1,80000,"40, Jalan SS 22/25, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,https://www.facebook.com/auntysamkitchen?mibextid=LQQJ4d,,,+60183999988,,+60183999988,4.4,292.0,Unknown,OPERATIONAL,ChIJIwwruJpJzDER38Koj-SDoY4,3.1269521,101.617442,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (292 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJM-mn,2025-11-05,Fuyo Noodles Cafe,"Cafe, Meal Takeaway, Restaurant",1,80000,"1st floor, 31-1, Jalan SS 22/19, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,,,,+60163299831,,+60163299831,4.7,464.0,Unknown,OPERATIONAL,ChIJM-mn2hlJzDERJ1vNqLo2Ky0,3.1279374,101.6161147,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (464 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJURPl,2025-11-05,Tiok Tiok,"Restaurant, Meal Takeaway",1,80000,"A-G-25, Block A, Damansara Bestari Apartment, Section 19, 46300 Petaling Jaya, Selangor, Malaysia",46300 Petaling Jaya,Selangor,46300.0,http://www.facebook.com/tioktiok,,,+60162330331,,+60162330331,4.3,9.0,Unknown,OPERATIONAL,ChIJURPlBBtPzDERqsKzUgigNvc,3.1227566,101.6273767,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (9 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJF3nN,2025-11-05,Wake & Bake - Sourdough Pizza,"Bakery, Meal Delivery, Meal Takeaway",1,80000,"73, Jalan SS 22/11, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,http://instagram.com/wakeandbakepj,,,+601172551480,,+601172551480,4.7,43.0,Unknown,OPERATIONAL,ChIJF3nNIABJzDERD-44eB0pRi4,3.129372899999999,101.621003,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (43 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJHcg0,2025-11-05,chapfun @ MT,"Meal Takeaway, Restaurant",1,80000,"Lebuh Bandar Utama, Bandar Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,,,,,,,4.0,1.0,Unknown,OPERATIONAL,ChIJHcg0fQBPzDERZDvj3q_zDS8,3.134284,101.6075901,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,70,QUALIFIED
GOOGLE-ChIJGWOX,2025-11-05,Happy3friends’s CS,"Meal Takeaway, Restaurant",1,80000,"6, Jalan PJS 8/12, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia",46150 Petaling Jaya,Selangor,46150.0,,,,,,,4.0,1.0,Unknown,OPERATIONAL,ChIJGWOX3yRNzDERnwWCb4OadQI,3.0790504,101.6109608,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,70,QUALIFIED
GOOGLE-ChIJnaeA,2025-11-05,BiteBazzar Malaysia,"Cafe, Meal Takeaway, Restaurant",1,80000,"3JH4+F5Q Petaling Jaya, Pjs 10, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,https://www.bitebazzar.com/,,,+601161717872,,+601161717872,,,Unknown,OPERATIONAL,ChIJnaeAYqdNzDERyaxkVeE50eY,3.0786875,101.6054375,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,75,WARM
GOOGLE-ChIJr_hO,2025-11-05,happy hut,"Meal Takeaway, Restaurant",1,80000,"Jalan 14/1, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",46100 Petaling Jaya,Selangor,46100.0,,,,,,,4.0,1.0,Unknown,OPERATIONAL,ChIJr_hOLgBLzDERUa4aKfd6g6A,3.1102907,101.6352148,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,70,QUALIFIED
GOOGLE-ChIJuQl4,2025-11-05,ZAYN Sweet & Savoury Snacks,"Meal Takeaway, Restaurant",1,80000,"12-1, Jalan PJS 6/6, Pjs 6, 46150 Petaling Jaya, Selangor, Malaysia",46150 Petaling Jaya,Selangor,46150.0,http://www.ecofins.com.my/,,,+60175829418,,+60175829418,5.0,2.0,Unknown,OPERATIONAL,ChIJuQl4OgBLzDEReNaQ_DRkL2s,3.0803956,101.6175609,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (2 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJDZzh,2025-11-05,Syurga Munchies,"Meal Takeaway, Restaurant",1,80000,"Desa Mentari Block 1, Jalan PJS 6/5e, Taman Desaria, 46150 Petaling Jaya, Selangor, Malaysia",46150 Petaling Jaya,Selangor,46150.0,,,,+60125550596,,+60125550596,5.0,1.0,Unknown,OPERATIONAL,ChIJDZzhlsFLzDERzZvx_mcXEQo,3.0807238,101.6184801,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJZaaZ,2025-11-05,Domino's Pizza Section 14 Petaling Jaya,"Meal Delivery, Meal Takeaway, Restaurant",1,100000,"23, Jalan 14/20, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",46100 Petaling Jaya,Selangor,46100.0,https://www.dominos.com.my/store/sel-seksyen-14-pj-85158,,,+601300888333,,+601300888333,3.9,418.0,$$ (Moderate),OPERATIONAL,ChIJZaaZ_uBLzDEReau2CjFI63Q,3.110079,101.6359594,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (418 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJCYSG,2025-11-05,Mad Bebek Uptown Damansara Utama,"Meal Takeaway, Restaurant",1,80000,"Jalan SS 21/60, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,,,,+601167792393,,+601167792393,4.8,173.0,Unknown,OPERATIONAL,ChIJCYSGp_BLzDERPH8w1JO-u08,3.1328916,101.6223146,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (173 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJR6Bm,2025-11-05,Domino's Uptown Damansara,"Meal Delivery, Meal Takeaway, Restaurant",1,100000,"87, Jalan SS 21/1a, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,https://www.dominos.com.my/store/selangor-damansara-uptown-85201,,,+601300888333,,+601300888333,3.1,160.0,$$ (Moderate),OPERATIONAL,ChIJR6Bm3DVJzDERnSsoBWfFHns,3.1341264,101.6209608,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.1/5 (160 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJmfoP,2025-11-05,"SUSHIHAN - 3 Damansara, Petaling Jaya","Meal Takeaway, Restaurant",1,80000,"G-16, Ground Floor, 3 Damansara Mall, 3, Jalan SS 20/27, Damansara Intan, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,https://lnk.bio/madeby.SUSHIHAN,,,+60377317884,,+60377317884,4.7,328.0,Unknown,OPERATIONAL,ChIJmfoPmZZJzDERhp4vh2xb0BI,3.1304749,101.6269411,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (328 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJOwLx,2025-11-05,COOLblog Waffles & Drinks,"Meal Takeaway, Restaurant",1,80000,"Lot LG 13, Lower Ground floor, No. 3, 3 Damansara Mall, Jalan SS 20/27, Damansara Intan, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,https://www.coolblog.com.my/,,,,,,3.9,15.0,Unknown,OPERATIONAL,ChIJOwLxdQBJzDERFr6uHJr1J1g,3.130865599999999,101.6267226,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (15 reviews),,New,,Google Places Scraper,2025-11-05,65,QUALIFIED
GOOGLE-ChIJ8VfU,2025-11-05,Ayam Goreng Kunyit (since 2015),"Meal Takeaway, Restaurant",1,80000,"Jalan SS 2/72, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",47300 Petaling Jaya,Selangor,47300.0,,,,,,,,,Unknown,OPERATIONAL,ChIJ8VfUGQBJzDERMuzxSNRzuqE,3.1301619,101.6281801,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,60,QUALIFIED
GOOGLE-ChIJFchP,2025-11-05,Public Bank,"Bank, Finance",1,80000,"F-07, F-08 & F-09, Jalan SS 6/5b, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301.0,http://www.pbebank.com/,,,+60378034928,,+60378034928,2.7,55.0,Unknown,OPERATIONAL,ChIJFchPDRpMzDER21_upBCMA3k,3.104072500000001,101.6001178,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.7/5 (55 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJjTJA,2025-11-05,Public Bank,"Bank, Atm, Finance",1,80000,"21, 23, Jalan SS 25/23, Taman Mayang, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301.0,https://www.pbebank.com/,,,+60378039247,,+60378039247,2.8,49.0,Unknown,OPERATIONAL,ChIJjTJATKdOzDERK2lLy6ORqlA,3.1142405,101.5988677,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.8/5 (49 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
