Priority,Action,Suggested Approach,Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified,Initial Score Hint,Quality Hint
599,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJa3lH,2025-11-05,Malay Village Restaurant,Restaurant,1,100000,"9A, Jalan Kolam Air 1, Kampung Nong Chik, 80100 Johor Bahru, Johor Darul Ta'zim, Malaysia",80100 Johor Bahru,Johor,80100.0,https://www.malayvillage.com/,,,60177337303.0,,60177337303.0,3.7,607.0,$$ (Moderate),OPERATIONAL,ChIJa3lHi6US2jERn87K05jpO78,1.4676457,103.7362844,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (607 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
600,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJg6Ep,2025-11-05,Makii Makii - The Exchange TRX,"Meal Takeaway, Restaurant",1,80000,"Lot C.58, Level Concourse, The Exchange TRX, Persiaran TRX, Imbi, 55188 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55188 Kuala Lumpur,Kuala Lumpur,55188.0,https://instagram.com/makii_makii.my/,,,60125277187.0,,60125277187.0,4.6,429.0,Unknown,OPERATIONAL,ChIJg6Ep5cQ3zDERiRuG_-147LE,3.1426854,101.7180998,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (429 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
601,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJc-MI,2025-11-05,Restoran Puteri,Restaurant,1,100000,"12, Jalan Datuk Sulaiman, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000.0,http://www.puteripencala.com/,,,60377289294.0,,60377289294.0,4.1,386.0,$$ (Moderate),OPERATIONAL,ChIJc-MI9TpJzDERm6BUbxERu1U,3.140885,101.6298793,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (386 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
602,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJLZol,2025-11-05,Restoran Chiang Mai Thaifood,Restaurant,1,80000,"54, Jalan Harimau Tarum, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://www.facebook.com/Restoran-Chiang-Mai-Thaifood-328648157568554/,,,60167396615.0,,60167396615.0,4.4,176.0,Unknown,OPERATIONAL,ChIJLZolDy5t2jEREnVjRMbqXQE,1.4822424,103.7645487,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (176 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
603,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJPbXN,2025-11-05,Ramly,Restaurant,1,80000,"46, Jalan Sekolah, Kampung Melayu Majidee, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",81100 Johor Bahru,Johor,81100.0,http://www.ramly.com.my,,,601127373474.0,,601127373474.0,4.4,8.0,Unknown,OPERATIONAL,ChIJPbXNnwpt2jER2Z6Wgntw79w,1.5148679,103.7537009,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (8 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
604,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJMR6h,2025-11-05,Ben's General Food Store Plaza Batai,"Restaurant, Meal Takeaway",1,80000,"Lot 6-7, Ground Floor, Plaza Batai, Jalan Batai, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490.0,https://thebiggroup.co/bens-general-food-store/,,,60320939968.0,,60320939968.0,4.1,108.0,Unknown,OPERATIONAL,ChIJMR6hYldJzDERlFAhIR0jh7s,3.1494151,101.6616796,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (108 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
605,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJqaq6,2025-11-05,LWB Kitchen,"Meal Takeaway, Restaurant",1,80000,"12, Jalan Gurney Kiri, Pusat Latihan Polis (PULAPOL), 54100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",54100 Kuala Lumpur,Kuala Lumpur,54100.0,https://www.facebook.com/littlewesternburger/,,,60163306215.0,,60163306215.0,4.3,55.0,Unknown,OPERATIONAL,ChIJqaq6kuc3zDERHH4ZtdGiUOM,3.171407,101.7169584,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (55 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
606,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJQdVh,2025-11-05,Only Mee Sdn. Bhd.,Restaurant,1,80000,"Lot P-03M(1), Plaza Ground Floor, Hartamas Shopping Centre, 60, Jalan Sri Hartamas 1, Sri Hartamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,,,,60362015192.0,,60362015192.0,5.0,3.0,Unknown,OPERATIONAL,ChIJQdVhI_dIzDERF60pqcod3-4,3.1640033,101.6568137,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (3 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
607,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ2VdM,2025-11-05,ORTO DAWGS @ RASTA TTDI,"Meal Takeaway, Restaurant",1,80000,"Rasta TTDI, Lot 3053, Jalan Datuk Sulaiman, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000.0,https://www.instagram.com/ortodawgs/?hl=en,,,601119202524.0,,601119202524.0,5.0,3.0,Unknown,OPERATIONAL,ChIJ2VdM3QhJzDERCPFX037Ly6A,3.1589008,101.6266506,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (3 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
608,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJp0fE,2025-11-05,MALAYSIANA@KLCC,"Meal Takeaway, Restaurant",1,80000,"Kuala Lumpur City Centre, K-R-8 CONCOURSE, Jln Ampang, Kuala Lumpur, 50888 AMPANG, Wilayah Persekutuan Kuala Lumpur, Malaysia",50888 AMPANG,Kuala Lumpur,50888.0,,,,601120989911.0,,601120989911.0,5.0,1.0,Unknown,OPERATIONAL,ChIJp0fEvMJJzDERG6th5DpeNd0,3.156579099999999,101.7046947,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
609,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJIfeA,2025-11-05,Papa Chicken,"Meal Takeaway, Restaurant",1,80000,"Near, 113, Jalan Kepayang, Taman City, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,51200.0,,,,601172561970.0,,601172561970.0,5.0,2.0,Unknown,OPERATIONAL,ChIJIfeAVQBTzDERJHLIvMbNZ_8,3.197025,101.669721,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (2 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
610,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJicsl,2025-11-05,dwp Bar KL 地酒品 ( 酒吧專賣店),"Meal Takeaway, Meal Delivery, Bar",1,80000,"G-2, KL Trillion, 338, Jln Tun Razak, Kampung Datuk Keramat, 50400 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50400 Kuala Lumpur,Kuala Lumpur,50400.0,https://dwpkl.com/,,,60122402616.0,,60122402616.0,4.3,57.0,Unknown,OPERATIONAL,ChIJicslLMU3zDERD33XKPmV2hc,3.1632625,101.718641,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (57 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
611,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ_114,2025-11-05,宫廷酥Chinese Imperial beef roti-LaPark,"Meal Takeaway, Restaurant",1,80000,"Jalan Conlay, Bukit Bintang, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,,,,60187784943.0,,60187784943.0,5.0,1.0,Unknown,OPERATIONAL,ChIJ_114pYo3zDER7ld9OPYkn9Y,3.1496499,101.7150847,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
612,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJVUyE,2025-11-05,The Waffles,"Meal Takeaway, Restaurant",1,80000,"Lot 2975, Jalan Penchala Indah, Kampung Sungai Penchala, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000.0,,,,60124245505.0,,60124245505.0,5.0,22.0,Unknown,OPERATIONAL,ChIJVUyETABJzDERbc14Gn9iR0k,3.162701900000001,101.6243988,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (22 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
613,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJq0Vk,2025-11-05,Family,"Meal Takeaway, Restaurant",1,80000,"Rasta, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000.0,https://instagram.com/roadside_pizza_ttdi?igshid=NzZhOTFlYzFmZQ==,,,60129807014.0,,60129807014.0,4.3,40.0,Unknown,OPERATIONAL,ChIJq0VkDoBJzDERcQCf_EuLXkU,3.158743100000001,101.6264016,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (40 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
614,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJiSn1,2025-11-05,Stable Kitchens,"Meal Takeaway, Cafe, Store",1,100000,"13, Jalan Raja Muda Musa, Kampung Baru, 50300 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",50300 Wilayah Persekutuan,Kuala Lumpur,50300.0,,,,60198924241.0,,60198924241.0,4.2,177.0,$$ (Moderate),OPERATIONAL,ChIJiSn1p4hJzDEREkx9GhTnm20,3.1620819,101.7046361,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (177 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
615,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ3cBU,2025-11-05,Muiz Hot Chicken @ Laman Baginda Kampung Baru,"Meal Takeaway, Restaurant",1,80000,"Laman Baginda Foodcourt, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50300 Kuala Lumpur,Kuala Lumpur,50300.0,,,,60122606434.0,,60122606434.0,4.8,6.0,Unknown,CLOSED_TEMPORARILY,ChIJ3cBUqGtJzDERuoBwzVD5PjQ,3.1595434,101.7021817,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (6 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
616,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJEXEd,2025-11-05,Eggcellence Waffle Co.,"Meal Takeaway, Restaurant",1,80000,"148 A (Ground Floor, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,https://eggcellencewaffle.com/,,,601111192309.0,,601111192309.0,4.9,205.0,Unknown,OPERATIONAL,ChIJEXEdbvg3zDER94AVCe8fUlU,3.1474756,101.7120041,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (205 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
617,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJMfhx,2025-11-05,888POTATO BUKIT BINTANG,"Meal Takeaway, Bakery, Store",1,80000,"82-1, Changkat Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,https://888potato.com/,,,60122054490.0,,60122054490.0,4.3,157.0,Unknown,OPERATIONAL,ChIJMfhxpmI3zDERy5QwZwEDOuE,3.1461838,101.7100042,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (157 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
618,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJv6DG,2025-11-05,Cawan Mas Coffee,"Cafe, Store",1,80000,"32, Jalan Seladang, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://cawanmas.com.my/,,,6073313717.0,,6073313717.0,4.1,176.0,Unknown,OPERATIONAL,ChIJv6DGwTFt2jERrbsES02mUPU,1.486164,103.7625934,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (176 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
619,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJeXju,2025-11-05,HELLO SUSHI @ QUILL CITY MALL,"Meal Takeaway, Restaurant",1,80000,"LG-25, Quill city mall, 1018, Jln Sultan Ismail, Bandar Wawasan, 54200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",54200 Kuala Lumpur,Kuala Lumpur,54200.0,,,,601140541382.0,,601140541382.0,4.9,112.0,Unknown,CLOSED_TEMPORARILY,ChIJeXjuOB5JzDER8q_Q9NNv5X4,3.1598664,101.7000562,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (112 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
620,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJhW1S,2025-11-05,Gerai Ah Kow,"Meal Takeaway, Restaurant",1,100000,"Jalan Raja Muda Abdul Aziz, 50586 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50586 Kuala Lumpur,Kuala Lumpur,50586.0,https://geraiahkow.oddle.me/en_MY/,,,601152211007.0,,601152211007.0,4.3,490.0,$$ (Moderate),OPERATIONAL,ChIJhW1SRZxJzDERmo-R3NSh_a4,3.1688161,101.70468,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (490 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
621,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJwXeC,2025-11-05,Pizza Rooma - Jalan Ampang (Taman U Thant),"Meal Takeaway, Restaurant",1,80000,"Main Lobby, Hotel, Holiday Place, 225, Jln Ampang, Taman U Thant, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55000 Kuala Lumpur,Kuala Lumpur,55000.0,https://ambassy.com.my/,,,60143643800.0,,60143643800.0,5.0,6.0,Unknown,OPERATIONAL,ChIJwXeCBgA3zDER3k0px1SPhoY,3.159475800000001,101.7260348,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (6 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
622,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJieoQ,2025-11-05,TAP.PAU.APA,"Meal Takeaway, Restaurant",1,80000,"TAP.PAU.APA, 255, Jln Ampang, Taman U Thant, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,,,,60104261652.0,,60104261652.0,5.0,4.0,Unknown,OPERATIONAL,ChIJieoQaGI3zDERQqAAmFiEHD8,3.1599478,101.7264401,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (4 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
623,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ69MC,2025-11-05,Kame Sushi,Restaurant,1,200000,"10-1, Jalan 31/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,https://www.facebook.com/profile.php?id=100063942251931&mibextid=ZbWKwL,,,60328587739.0,,60328587739.0,4.3,188.0,$$$ (Expensive),OPERATIONAL,ChIJ69MC7e9IzDERmObEhxpDxqA,3.1628997,101.6484696,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (188 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
624,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ5e6w,2025-11-05,Don Sempoi by Mamacita,"Restaurant, Meal Takeaway",1,100000,"Block D1-G4-3A, 1, Jalan Dutamas, 1, Jalan Solaris, Solaris Dutamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,,,,60175778851.0,,60175778851.0,4.4,253.0,$$ (Moderate),OPERATIONAL,ChIJ5e6wBV5IzDERkDje1cOXh18,3.1718996,101.664362,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (253 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
625,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJIUTV,2025-11-05,Rocket Express @163 Retail Park,"Meal Takeaway, Restaurant",1,80000,"Unit #07A, 8, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://www.facebook.com/myrocketexpress,,,60364194925.0,,60364194925.0,4.3,248.0,Unknown,OPERATIONAL,ChIJIUTVdutJzDERCLWiPGjuQBs,3.1667786,101.6519262,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (248 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
626,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ3b9g,2025-11-05,Xan Ling Segambut,Restaurant,1,100000,"Lrg Arfah 3, Segambut, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,51200.0,https://www.facebook.com/RestaurantXanLingSegambut/,,,60123791549.0,,60123791549.0,4.1,436.0,$$ (Moderate),OPERATIONAL,ChIJ3b9gbHhIzDERRd75mGuxGLw,3.1902043,101.6711084,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (436 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
627,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJDfdv,2025-11-05,Ales & Lagers (D5-G4-3),"Liquor Store, Restaurant, Store",1,200000,"D5-G4-3 No, 1, Jln Dutamas 1, Solaris Dutamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,https://alesnlagers.beepit.com/,,,60364190328.0,,60364190328.0,4.6,191.0,$$$ (Expensive),OPERATIONAL,ChIJDfdvhGBIzDERw29ezTYjDGQ,3.171694,101.6673564,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.6/5 (191 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
628,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJQdVh,2025-11-05,Modesto Sdn. Bdn.,Restaurant,1,80000,"Lot G21A, Hartamas Shopping Centre, Ground Floor, Jalan Sri Hartamas 1, 50480, Kuala Lumpur, Wilayah Persekutuan, Sri Hartamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://www.modestos.com.my/,,,60362011571.0,,60362011571.0,4.7,3.0,Unknown,OPERATIONAL,ChIJQdVhI_dIzDERZWT74cIo2hs,3.1639777,101.65747,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (3 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
629,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJk0eZ,2025-11-05,Pastries By Zoe,Restaurant,1,80000,"Jalan Sri Hartamas 1, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,,,,60362501197.0,,60362501197.0,5.0,1.0,Unknown,OPERATIONAL,ChIJk0eZIvdIzDERz9vbDUB8JQI,3.163544,101.656679,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
630,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJPx9b,2025-11-05,SHF Catering Services (M) Sdn. Bhd.,Restaurant,1,80000,"No.2, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://www.shfservices.com/,,,60362018410.0,,60362018410.0,4.8,38.0,Unknown,OPERATIONAL,ChIJPx9blvFIzDER8MkzU2WsFXY,3.1659426,101.6518813,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (38 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
631,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJS716,2025-11-05,I Love Yoo!,Restaurant,1,80000,"LOT E/01/04-05 Courtyard Level of Block E Plaza, 2, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://iloveyoo.com.my/,,,60389592999.0,,60389592999.0,4.0,1.0,Unknown,CLOSED_TEMPORARILY,ChIJS716C_FIzDERm8-bjxA88ZI,3.1659426,101.6518813,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
632,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJwVEj,2025-11-05,早碗见面ZAO WAN JIAN MIAN FUJIAN XIAO CHI,"Meal Takeaway, Restaurant",1,80000,"9-01-47, Taman Kheng Tian（Right Portion, Jalan Van Praagh, Taman Continental, 11600 Jelutong, Pulau Pinang, Malaysia",11600 Jelutong,,11600.0,,,,60164417369.0,,60164417369.0,5.0,2.0,Unknown,OPERATIONAL,ChIJwVEjvs_DSjARdjLim8vSkEY,5.396647400000001,100.3128481,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (2 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
633,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJR8eG,2025-11-05,Another Fried Chicken,"Meal Takeaway, Restaurant",1,80000,"Jln Kiara 3, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,https://bit.ly/friedchickenmk,,,601133288503.0,,601133288503.0,5.0,1.0,Unknown,OPERATIONAL,ChIJR8eGDmhJzDERdOOOqKIC0iw,3.1665751,101.6494006,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
634,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJC19T,2025-11-05,Restoran Aliff,Restaurant,1,100000,"2, Jalan Suria 19, Taman Suria, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",81100 Johor Bahru,Johor,81100.0,https://m.facebook.com/pages/category/Malaysian-Restaurant/Restoran-Aliff-408091679385219/,,,6073314885.0,,6073314885.0,3.5,953.0,$$ (Moderate),OPERATIONAL,ChIJC19T4A9t2jERd2CyM78A-ao,1.5054459,103.7624701,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.5/5 (953 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
635,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJv8D1,2025-11-05,Pizza Hut TTDI,"Meal Takeaway, Restaurant",1,100000,"Ground 45, Jalan Tun Mohd Fuad, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000.0,http://www.pizzahut.com.my/,,,601300882525.0,,601300882525.0,3.8,925.0,$$ (Moderate),OPERATIONAL,ChIJv8D1bjpJzDER44IL59XEiTo,3.139024599999999,101.6280913,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (925 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
636,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ-4pj,2025-11-05,Chicken Bowl Jelutong,"Meal Takeaway, Restaurant",1,80000,"No. 354, Jalan Jelutong, Jelutong, 11600 Jelutong, Pulau Pinang, Malaysia",11600 Jelutong,,11600.0,,,,60189403211.0,,60189403211.0,5.0,1.0,Unknown,OPERATIONAL,ChIJ-4pj-orDSjARl4lRiXXE2ek,5.3944262,100.3159909,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
637,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJi8US,2025-11-05,Soleil,Restaurant,1,200000,"Lot L2-13A & L2-15, Second Floor, Damansara City Mall, 6, Jalan Damanlela, Pusat Bandar Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490.0,http://soleil.my/index.php,,,60320118261.0,,60320118261.0,4.4,371.0,$$$ (Expensive),OPERATIONAL,ChIJi8USdEJJzDERISZJibX-EKE,3.146313,101.6616467,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (371 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
638,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJQQ-4,2025-11-05,阿業靚汤 Ah Yip Herbal Soup @ Hartamas Shopping Centre,Restaurant,1,80000,"60, Jalan Sri Hartamas 1, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://www.ahyipherbalsoup.com.my/,,,60362012781.0,,60362012781.0,4.4,152.0,Unknown,OPERATIONAL,ChIJQQ-4I_dIzDERzISAB6mjOHI,3.1638426,101.6568305,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (152 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
